orgid,orgname,mergecountry,year,oil_gas_fields,ETHPOL,strat_terror,strat_vio,ln_GDP_lag,ln_pop_lag,fh_dem_lag,elf_lag,ln_oil_group_lag,ln_oil_nat_lag,goal1_lag,goal2_lag,econgoal_lag,cultgoal_lag,forstsup_lag,relextrem_lag,viorepression_lag,eprautonomy_lag,eprpowersharing_lag,negotiations_lag,poldis_lag,ecdis_lag,polity2_lag,socservice_lag,orgabbrev,numcode,vmar_group,ccode,country,vmar_region,orgfounded,orgsplit,orgloc,orgopen,orglegal,orgmilitant,lead,orgpop,orgpolgr,orgpolgrdes,orgecgr,orgcultgr,relorg,leftorg,rightorg,natorg,ethorg,gendexc,gendinc,authorg,demorg,supremacist,envorg,otherorg,otherorgdes,storgrepress,stateviolence,orgsuccess,orgsucimpl,orgimpl,diasup,diafinsup,diahumsup,diapolsup,dianvmilsup,diavmilsup,forstsup,forstfinsup,forsthumsup,forstpolsup,forstnvmilsup,forstvmilsup,igosup,igofinsup,igohumsup,igopolsup,igonvmilsup,igovmilsup,ingosup,ingofinsup,ingohumsup,ingopolsup,ingonvmilsup,ingovmilsup,orgst1,orgst2,orgst3,orgst4,orgst5,orgst6,orgst7,orgst8,orgst8a,orgst8b,orgst9,orgst10,orgst11,orgst12,orglocmob,domorgprot,transprotarg,transprotloc,violrhetdom,violrhetrans,orgkill,orincid,militiaform,orglocviol,orgreb,intraorgcon,intrasev1,intrasev1des,intrasev2,intrasev2des,intrasev3,intrasev3des,interorgcon,intersev1,intersev1des,intersev2,intersev2des,intersev3,intersev3des,domorgviolence,dcivinfra,dgenciv,dethciv,dcomciv,dreligciv,dgovinfra,dnsecgov,dsecgov,transvioltarg,ttcivinfra,ttgenciv,ttethciv,ttcomciv,ttreligciv,ttgovinfra,ttnsecgov,ttsecgov,transvioloc,tlcivinfra,tlgenciv,tlethciv,tlcomciv,tlreligciv,tlgovinfra,tlnsecgov,tlsecgov,armattack,arson,assassin,hostage,bomb,hijack,kidnap,suicide,cbrn,otherviol,othervioldes,cbrnord,crime,moneylaun,arms,drug,human,sext,smuggle,robbery,resource,kidnapcrim,criofficial,crilocoff,cripolice,crimilitary,criborder,criother,criotherdes,domcrimnet,domneteth,domnetethdes,domnetrelig,domnetreligdes,domnetideo,domnetideodes,domnetother,domnetotherdes,transcrimnet,transneteth,transnetethdes,transnetrelig,transnetreligdes,transnetideo,transnetideodes,transnetother,transnetotherdes,_merge
6450602,Islamic Action Organization,Iraq,1992,1,0.6649470925331116,0,0,NA,16.706430435180664,7,0.5019999742507935,21.524587631225586,21.93706512451172,0,0,0,1,0,1,NA,0,0,0,4,1,-9,0,IAO,64506,Shi'is,645,Iraq,Middle East and North Africa,1961,0,2,1,0,1,3,2,-88,formation of Islamic government,0,2,1,0,0,0,1,0,0,0,1,0,0,0,NA,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,0,NA,NA,2,0,0,0,0,,0,,0,NA,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,,0,,0,NA,0,NA,3
6450706,Iraqi National Accord,Iraq,1992,1,0.6649470925331116,2,2,NA,16.706430435180664,7,0.5019999742507935,18.61829948425293,21.93706512451172,0,0,0,0,1,0,0,0,0,0,0,0,-9,0,INA,64507,Sunnis,645,Iraq,Middle East and North Africa,1990,0,1,1,0,1,3,2,-88,overthrow of Ba'athist regime,0,0,0,0,1,0,1,0,0,0,1,0,0,0,NA,3,1,0,1,1,0,0,0,0,0,0,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,2,1,NA,0,0,,0,,0,NA,0,0,,0,,0,,NA,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,,0,,0,NA,0,NA,3
6450418,Kurdish Revolutionary Hezbollah of Iraq,Iraq,1992,1,0.6649470925331116,0,0,NA,16.706430435180664,7,0.5019999742507935,20.445833206176758,21.93706512451172,1,0,0,1,NA,0,NA,1,0,0,4,0,-9,0,,64504,Kurds,645,Iraq,Middle East and North Africa,1983,0,1,1,0,1,4,2,3,,0,2,1,0,0,1,0,0,0,0,0,0,0,0,NA,3,1,0,1,1,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,NA,NA,2,0,0,0,0,,0,,0,NA,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,,0,,0,NA,0,NA,3
6450410,Patriotic Union of Kurdistan,Iraq,1992,1,0.6649470925331116,2,2,NA,16.706430435180664,7,0.5019999742507935,20.445833206176758,21.93706512451172,1,0,1,1,1,0,1,1,0,1,4,0,-9,1,PUK,64504,Kurds,645,Iraq,Middle East and North Africa,1975,0,2,1,0,1,3,2,3,,2,2,0,1,0,1,0,0,1,0,1,0,0,0,NA,5,2,0,3,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,2,0,2,2,1,0,0,2,0,0,2,0,2,2,2,2,2,0,2,2,NA,NA,2,1,6,0,0,,0,,0,NA,1,5,PKK,0,,0,,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,,0,,0,NA,0,NA,3
6450704,Iraqi Baath Party,Iraq,1992,1,0.6649470925331116,0,0,NA,16.706430435180664,7,0.5019999742507935,18.61829948425293,21.93706512451172,0,0,0,0,0,0,0,0,0,0,0,0,-9,1,,64507,Sunnis,645,Iraq,Middle East and North Africa,1950,0,2,1,1,1,4,3,-88,raqi nationalism and unity,0,0,0,1,0,0,1,0,1,1,0,0,0,0,NA,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,2,0,0,0,0,0,0,0,1,2,1,0,5,0,0,0,NA,NA,2,0,0,0,0,,0,,0,NA,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,,0,,0,NA,0,NA,3
6450603,Hizb al-Da'wa al-Islamiyya,Iraq,1992,1,0.6649470925331116,2,2,NA,16.706430435180664,7,0.5019999742507935,21.524587631225586,21.93706512451172,0,0,0,1,0,1,1,0,0,0,4,1,-9,0,Dawa,64506,Shi'is,645,Iraq,Middle East and North Africa,1958,1,2,0,0,1,1,2,-88,Islamist state,0,2,1,0,0,0,1,0,0,0,1,0,0,0,NA,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,1,0,3,0,0,1,0,0,NA,NA,2,1,4,0,0,,0,,0,NA,0,0,,0,,0,,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,,0,,0,NA,0,NA,3
6450404,Islamic Movement in Iraqi Kurdistan,Iraq,1992,1,0.6649470925331116,2,1,NA,16.706430435180664,7,0.5019999742507935,20.445833206176758,21.93706512451172,1,0,0,1,1,0,0,1,0,0,4,0,-9,0,IMIK,64504,Kurds,645,Iraq,Middle East and North Africa,1987,0,2,1,0,1,1,2,4,,0,2,1,0,0,1,0,1,0,0,0,0,0,0,NA,4,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,2,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,NA,NA,2,1,0,0,0,,0,,0,NA,1,5,Patriotic Union of Kurdistan,0,,0,,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,,0,,0,NA,0,NA,3
6450401,Kurdistan Toilers' Party,Iraq,1992,1,0.6649470925331116,2,2,NA,16.706430435180664,7,0.5019999742507935,20.445833206176758,21.93706512451172,NA,NA,0,0,0,0,0,1,0,0,4,0,-9,0,KTP,64504,Kurds,645,Iraq,Middle East and North Africa,1985,0,1,1,0,1,3,2,NA,,0,0,0,1,0,1,0,0,0,0,1,0,0,0,NA,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,NA,NA,2,0,0,0,0,,0,,0,NA,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,0,,0,,0,NA,0,NA,3
6450604,Iraqi Hizbullah,Iraq,1992,1,0.6649470925331116,2,2,NA,16.706430435180664,7,0.5019999742507935,21.524587631225586,21.93706512451172,0,1,0,0,NA,0,1,0,0,0,4,1,-9,0,,64506,Shi'is,645,Iraq,Middle East and North Africa,1981,0,2,0,0,1,4,2,1,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,NA,4,NA,0,1,1,0,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,1,4,0,0,,0,,0,NA,0,0,,0,,0,,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,,0,,0,NA,0,NA,3
6450408,Kurdistan People's Democratic Party,Iraq,1992,1,0.6649470925331116,2,2,NA,16.706430435180664,7,0.5019999742507935,20.445833206176758,21.93706512451172,1,0,0,0,0,0,1,1,0,0,4,0,-9,0,KPDP,64504,Kurds,645,Iraq,Middle East and North Africa,1979,0,1,1,0,1,3,2,3,,0,0,0,1,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,NA,NA,2,1,4,0,0,,0,,0,NA,0,0,,0,,0,,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,,0,,0,NA,0,NA,3
6450601,Iraqi Communist Party,Iraq,1992,1,0.6649470925331116,2,2,NA,16.706430435180664,7,0.5019999742507935,21.524587631225586,21.93706512451172,0,1,0,0,0,0,0,0,0,0,4,1,-9,0,ICP,64506,Shi'is,645,Iraq,Middle East and North Africa,1934,1,1,1,0,1,3,2,-88,"for Shi'is = 1, for Kurds = 3",0,0,0,1,0,NA,NA,0,0,0,1,0,0,0,NA,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,NA,NA,2,1,4,0,0,,0,,0,NA,0,0,,0,,0,,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,,0,,0,NA,0,NA,3
6450409,Kurdistan Socialist Democratic Party,Iraq,1992,1,0.6649470925331116,2,2,NA,16.706430435180664,7,0.5019999742507935,20.445833206176758,21.93706512451172,1,0,0,0,1,0,1,1,0,1,4,0,-9,0,KSDP,64504,Kurds,645,Iraq,Middle East and North Africa,1979,1,2,1,0,1,1,2,3,,0,0,0,1,0,1,0,0,0,0,1,0,0,0,NA,4,2,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,1,0,0,0,1,0,0,1,0,2,0,2,0,0,0,0,0,NA,NA,2,1,4,0,0,,0,,0,NA,0,0,,0,,0,,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,,0,,0,NA,0,NA,3
6450405,Kurdistan Democratic Party,Iraq,1992,1,0.6649470925331116,2,2,NA,16.706430435180664,7,0.5019999742507935,20.445833206176758,21.93706512451172,1,0,1,1,1,0,1,1,0,1,4,0,-9,1,KDP,64504,Kurds,645,Iraq,Middle East and North Africa,1946,0,2,1,0,1,4,2,3,,2,2,0,1,0,1,0,0,0,0,1,0,0,0,NA,4,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,2,0,2,2,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,NA,NA,2,1,0,0,0,,0,,0,NA,1,5,PKK,0,,0,,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,0,0,,0,,0,NA,0,NA,3
6450608,Supreme Council for the Islamic Revolution in Iraq,Iraq,1992,1,0.6649470925331116,2,2,NA,16.706430435180664,7,0.5019999742507935,21.524587631225586,21.93706512451172,0,1,0,1,1,0,1,0,0,0,4,1,-9,0,SCIRI,64506,Shi'is,645,Iraq,Middle East and North Africa,1982,0,2,0,0,1,3,2,1,,0,2,1,0,0,0,1,0,0,0,1,0,0,0,NA,5,3,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,2,0,0,0,0,2,0,3,0,0,3,2,0,NA,NA,2,1,6,0,0,,0,,0,NA,0,0,,0,,0,,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,,0,,0,NA,0,NA,3
6450706,Iraqi National Accord,Iraq,1993,1,0.6649470925331116,2,2,NA,16.735820770263672,7,0.5019999742507935,19.24590492248535,22.48200225830078,0,0,0,0,1,0,0,0,0,0,0,0,-9,0,INA,64507,Sunnis,645,Iraq,Middle East and North Africa,1990,0,1,1,0,1,3,2,-88,overthrow of Ba'athist regime,0,0,0,0,1,0,1,0,0,0,1,0,0,0,NA,3,1,0,1,1,0,0,0,0,0,0,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,2,1,NA,0,0,,0,,0,NA,0,0,,0,,0,,NA,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,,0,,0,NA,0,NA,3
6450401,Kurdistan Toilers' Party,Iraq,1993,1,0.6649470925331116,2,2,NA,16.735820770263672,7,0.5019999742507935,20.98752784729004,22.48200225830078,NA,NA,0,0,0,0,0,1,0,0,4,0,-9,0,KTP,64504,Kurds,645,Iraq,Middle East and North Africa,1985,0,1,1,0,1,3,2,NA,,0,0,0,1,0,1,0,0,0,0,1,0,0,0,NA,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,NA,NA,2,0,0,0,0,,0,,0,NA,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,0,,0,,0,NA,0,NA,3
6450404,Islamic Movement in Iraqi Kurdistan,Iraq,1993,1,0.6649470925331116,1,1,NA,16.735820770263672,7,0.5019999742507935,20.98752784729004,22.48200225830078,1,0,0,1,1,0,0,1,0,0,4,0,-9,0,IMIK,64504,Kurds,645,Iraq,Middle East and North Africa,1987,0,2,1,0,1,1,2,4,,0,2,1,0,0,1,0,1,0,0,0,0,0,0,NA,3,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,NA,NA,2,1,0,0,0,,0,,0,NA,1,5,Patriotic Union of Kurdistan,0,,0,,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,,0,,0,NA,0,NA,3
6450608,Supreme Council for the Islamic Revolution in Iraq,Iraq,1993,1,0.6649470925331116,2,2,NA,16.735820770263672,7,0.5019999742507935,22.066282272338867,22.48200225830078,0,1,0,1,1,0,1,0,0,0,4,1,-9,0,SCIRI,64506,Shi'is,645,Iraq,Middle East and North Africa,1982,0,2,0,0,1,3,2,1,,0,2,1,0,0,0,1,0,0,0,1,0,0,0,NA,5,3,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,2,0,0,0,0,2,0,3,0,0,3,0,0,NA,NA,2,1,6,0,0,,0,,0,NA,0,0,,0,,0,,4,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,,0,,0,NA,0,NA,3
6450604,Iraqi Hizbullah,Iraq,1993,1,0.6649470925331116,2,2,NA,16.735820770263672,7,0.5019999742507935,22.066282272338867,22.48200225830078,0,1,0,0,NA,0,NA,0,0,0,4,1,-9,0,,64506,Shi'is,645,Iraq,Middle East and North Africa,1981,0,2,0,0,1,4,2,1,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,NA,4,NA,0,1,1,0,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,1,4,0,0,,0,,0,NA,0,0,,0,,0,,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,,0,,0,NA,0,NA,3
6450405,Kurdistan Democratic Party,Iraq,1993,1,0.6649470925331116,2,2,NA,16.735820770263672,7,0.5019999742507935,20.98752784729004,22.48200225830078,1,0,1,1,1,0,1,1,0,0,4,0,-9,1,KDP,64504,Kurds,645,Iraq,Middle East and North Africa,1946,0,2,1,0,1,4,2,3,,2,2,0,1,0,1,0,0,0,0,1,0,0,0,NA,4,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,2,0,0,1,0,0,0,2,0,1,2,2,0,0,0,0,0,NA,NA,2,1,0,0,0,,0,,0,NA,1,5,KSPI,3,PUK,0,,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,0,0,,0,,0,NA,0,NA,3
6450603,Hizb al-Da'wa al-Islamiyya,Iraq,1993,1,0.6649470925331116,2,2,NA,16.735820770263672,7,0.5019999742507935,22.066282272338867,22.48200225830078,0,0,0,1,0,1,1,0,0,0,4,1,-9,0,Dawa,64506,Shi'is,645,Iraq,Middle East and North Africa,1958,0,2,0,0,1,2,2,-88,Islamist state,0,2,1,0,0,0,1,0,0,0,1,0,0,0,NA,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,NA,NA,2,1,4,0,0,,0,,0,NA,0,0,,0,,0,,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,,0,,0,NA,0,NA,3
6450410,Patriotic Union of Kurdistan,Iraq,1993,1,0.6649470925331116,2,2,NA,16.735820770263672,7,0.5019999742507935,20.98752784729004,22.48200225830078,1,0,1,1,1,0,1,1,0,0,4,0,-9,1,PUK,64504,Kurds,645,Iraq,Middle East and North Africa,1975,0,2,1,0,1,3,2,3,,2,2,0,1,0,1,0,0,1,0,1,0,0,0,NA,4,2,0,1,3,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,2,0,0,0,2,0,0,2,0,1,2,2,0,0,0,3,0,NA,NA,2,1,5,0,0,,0,,0,NA,1,5,PKK,5,Ansar al-Islam,3,Kurdistan Democratic Party,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,,0,,0,NA,0,NA,3
6450418,Kurdish Revolutionary Hezbollah of Iraq,Iraq,1993,1,0.6649470925331116,0,0,NA,16.735820770263672,7,0.5019999742507935,20.98752784729004,22.48200225830078,1,0,0,1,NA,0,0,1,0,0,4,0,-9,0,,64504,Kurds,645,Iraq,Middle East and North Africa,1983,0,1,1,0,1,4,2,3,,0,2,1,0,0,1,0,0,0,0,0,0,0,0,NA,3,1,0,1,1,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,2,0,0,0,0,,0,,0,NA,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,,0,,0,NA,0,NA,3
6450601,Iraqi Communist Party,Iraq,1993,1,0.6649470925331116,0,0,NA,16.735820770263672,7,0.5019999742507935,22.066282272338867,22.48200225830078,0,1,0,0,0,0,0,0,0,0,4,1,-9,0,ICP,64506,Shi'is,645,Iraq,Middle East and North Africa,1934,0,2,1,0,1,3,2,-88,"for Shi'is = 1, for Kurds = 3",0,0,0,1,0,NA,NA,0,0,0,1,0,0,0,NA,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,NA,NA,2,0,0,0,0,,0,,0,NA,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,,0,,0,NA,0,NA,3
6450602,Islamic Action Organization,Iraq,1993,1,0.6649470925331116,1,1,NA,16.735820770263672,7,0.5019999742507935,22.066282272338867,22.48200225830078,0,0,0,1,0,1,0,0,0,0,4,1,-9,0,IAO,64506,Shi'is,645,Iraq,Middle East and North Africa,1961,0,2,1,0,1,3,2,-88,formation of Islamic government,0,2,1,0,0,0,1,0,0,0,1,0,0,0,NA,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,NA,NA,2,3,0,0,0,,0,,0,NA,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,,0,,0,NA,0,NA,3
6450704,Iraqi Baath Party,Iraq,1993,1,0.6649470925331116,0,0,NA,16.735820770263672,7,0.5019999742507935,19.24590492248535,22.48200225830078,0,0,0,0,0,0,0,0,0,0,0,0,-9,1,,64507,Sunnis,645,Iraq,Middle East and North Africa,1950,0,2,1,1,1,4,3,-88,raqi nationalism and unity,0,0,0,1,0,0,1,0,1,1,0,0,0,0,NA,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,NA,NA,2,0,0,0,0,,0,,0,NA,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,,0,,0,NA,0,NA,3
